ticket_id,customer_id,creation_date,resolution_date,status,priority,issue_type,channel
2325,2015,2022-11-17,,Open,Medium,Bug Report,Chat
2326,2015,2022-12-31,2023-01-01,Closed,Urgent,Password Reset,Forum
2327,2015,2023-02-03,2023-02-10,Resolved,Urgent,Bug Report,Forum
2328,2016,2023-02-15,,Pending Customer Response,Low,Billing Inquiry,Email
2329,2017,2022-08-06,,Open,Low,Bug Report,Email
2330,2017,2022-07-14,,In Progress,High,Bug Report,Forum
2331,2017,2022-07-24,,Open,High,Bug Report,Email
2332,2018,2023-03-16,2023-03-16,Resolved,Medium,How-to Question,Chat
2333,2021,2022-08-06,,Open,Low,How-to Question,Email
2334,2022,2024-06-20,2024-06-26,Resolved,Low,Password Reset,Forum
2335,2022,2022-11-20,,In Progress,High,Password Reset,Forum
2336,2023,2022-09-18,,In Progress,Medium,Feature Request,Chat
2337,2024,2022-09-13,,Open,Medium,Billing Inquiry,Phone
2338,2024,2022-12-03,2022-12-09,Resolved,Medium,Feature Request,Forum
2339,2025,2022-07-27,2022-08-03,Closed,Medium,Feature Request,Forum
2340,2025,2022-09-14,,Open,Urgent,Bug Report,Chat
2341,2026,2022-11-22,,In Progress,Medium,How-to Question,Forum
2342,2026,2022-11-28,2022-12-02,Closed,Urgent,Password Reset,Forum
2343,2027,2022-10-24,2022-10-29,Closed,High,Bug Report,Phone
2344,2028,2022-09-20,,In Progress,Urgent,Bug Report,Email
2345,2029,2023-11-05,,Open,High,How-to Question,Chat
2346,2030,2022-11-16,2022-11-23,Resolved,Urgent,Feature Request,Email
2347,2030,2022-12-18,,In Progress,High,How-to Question,Chat
2348,2032,2023-07-13,,Open,Urgent,Billing Inquiry,Phone
2349,2032,2023-03-29,2023-04-02,Resolved,High,Billing Inquiry,Chat
2350,2032,2022-11-14,2022-11-17,Resolved,Urgent,Billing Inquiry,Phone
2351,2033,2024-01-26,,Pending Customer Response,Urgent,Password Reset,Forum
2352,2033,2022-08-02,2022-08-05,Resolved,Low,Billing Inquiry,Chat
2353,2033,2023-10-21,,Pending Customer Response,Low,How-to Question,Email
2354,2035,2022-12-29,,Open,Urgent,Password Reset,Phone
2355,2036,2023-06-18,2023-06-21,Resolved,Low,How-to Question,Forum
2356,2037,2022-08-28,2022-09-02,Closed,Urgent,Technical Glitch,Phone
2357,2038,2023-10-07,,Open,High,Password Reset,Email
2358,2038,2024-05-19,2024-05-22,Resolved,Urgent,Billing Inquiry,Chat
2359,2038,2023-02-04,2023-02-04,Resolved,Medium,Billing Inquiry,Forum
2360,2040,2022-09-10,2022-09-12,Resolved,Urgent,Bug Report,Phone
2361,2041,2022-07-21,,In Progress,Urgent,Billing Inquiry,Chat
2362,2042,2023-10-31,2023-11-04,Resolved,Low,How-to Question,Phone
2363,2042,2022-09-12,,Pending Customer Response,Low,How-to Question,Forum
2364,2044,2022-08-22,,Open,Medium,How-to Question,Forum
2365,2045,2022-12-01,,Pending Customer Response,Low,Bug Report,Phone
2366,2046,2023-05-01,,Pending Customer Response,Low,How-to Question,Chat
2367,2046,2023-05-15,,Open,Urgent,Password Reset,Chat
2368,2046,2022-11-04,2022-11-09,Resolved,High,Password Reset,Phone
2369,2047,2022-07-17,,In Progress,Urgent,Feature Request,Forum
2370,2047,2022-07-20,,In Progress,High,Billing Inquiry,Chat
2371,2048,2023-12-04,,In Progress,Urgent,How-to Question,Email
2372,2049,2022-07-22,2022-07-28,Closed,High,How-to Question,Chat
2373,2051,2022-08-05,2022-08-11,Closed,Low,Bug Report,Forum
2374,2051,2025-06-08,2025-06-13,Resolved,Low,How-to Question,Forum
2375,2052,2022-08-25,2022-08-27,Closed,Medium,How-to Question,Email
2376,2052,2022-10-25,,Pending Customer Response,High,Bug Report,Chat
2377,2052,2022-08-31,2022-09-07,Closed,Low,How-to Question,Phone
2378,2052,2022-11-21,,Open,Medium,Password Reset,Forum
2379,2054,2023-07-20,2023-07-27,Resolved,Medium,Feature Request,Forum
2380,2054,2023-07-17,,Open,Urgent,Feature Request,Chat
2381,2055,2023-06-06,,In Progress,Low,Technical Glitch,Phone
2382,2056,2022-09-14,,Pending Customer Response,High,Technical Glitch,Phone
2383,2057,2023-03-06,,Open,High,Technical Glitch,Chat
2384,2057,2023-12-01,2023-12-07,Closed,High,Billing Inquiry,Phone
2385,2061,2022-12-08,,In Progress,Medium,Feature Request,Phone
2386,2061,2022-10-24,,Open,Urgent,Password Reset,Email
2387,2061,2022-11-10,,Open,Urgent,Bug Report,Email
2388,2063,2022-10-16,2022-10-20,Closed,High,Feature Request,Forum
2389,2064,2024-03-19,,Pending Customer Response,Low,Technical Glitch,Email
2390,2064,2023-10-18,,Open,Urgent,Bug Report,Email
2391,2065,2022-07-30,,Pending Customer Response,High,Technical Glitch,Chat
2392,2066,2023-08-19,2023-08-26,Closed,Urgent,How-to Question,Email
2393,2066,2022-08-12,2022-08-18,Resolved,Urgent,Bug Report,Email
2394,2066,2023-04-26,,Open,Medium,Bug Report,Email
2395,2069,2023-03-06,2023-03-10,Resolved,Medium,Technical Glitch,Email
2396,2069,2022-09-04,,Pending Customer Response,Urgent,Feature Request,Chat
2397,2071,2023-09-28,,Pending Customer Response,Medium,Feature Request,Forum
2398,2071,2022-11-10,2022-11-16,Resolved,High,Technical Glitch,Forum
2399,2072,2022-10-18,2022-10-23,Closed,Low,Bug Report,Forum
2400,2072,2022-09-22,2022-09-24,Closed,High,Billing Inquiry,Chat
2401,2073,2022-08-30,,Pending Customer Response,Urgent,Password Reset,Chat
2402,2074,2022-09-05,,Open,High,Billing Inquiry,Phone
2403,2075,2023-01-22,2023-01-29,Closed,Urgent,How-to Question,Phone
2404,2075,2022-10-27,,Pending Customer Response,Urgent,Feature Request,Forum
2405,2076,2022-10-23,,Pending Customer Response,Low,Technical Glitch,Forum
2406,2077,2022-11-09,,Pending Customer Response,Low,Feature Request,Phone
2407,2078,2022-08-22,,Pending Customer Response,High,Password Reset,Forum
2408,2078,2023-01-02,2023-01-08,Closed,Low,Password Reset,Email
2409,2080,2023-11-14,2023-11-19,Resolved,Medium,Technical Glitch,Forum
2410,2081,2022-08-23,2022-08-27,Resolved,Low,Password Reset,Forum
2411,2082,2022-09-22,,In Progress,Low,Feature Request,Email
2412,2082,2022-08-22,,In Progress,High,Technical Glitch,Email
2413,2083,2022-09-06,2022-09-09,Resolved,Urgent,Technical Glitch,Email
2414,2083,2022-09-06,,Pending Customer Response,High,Feature Request,Phone
2415,2083,2022-08-04,,In Progress,Urgent,Feature Request,Forum
2416,2087,2022-07-30,2022-07-30,Closed,Urgent,Billing Inquiry,Phone
2417,2087,2022-08-23,2022-08-25,Closed,High,Password Reset,Email
2418,2088,2022-12-09,,Open,Medium,Feature Request,Phone
2419,2088,2022-12-30,,Pending Customer Response,Low,How-to Question,Email
2420,2089,2022-10-19,2022-10-22,Closed,Low,Billing Inquiry,Forum
2421,2089,2022-08-29,2022-09-02,Closed,Medium,Password Reset,Phone
2422,2090,2023-08-14,,Open,Medium,How-to Question,Email
2423,2097,2023-03-14,2023-03-19,Resolved,High,Bug Report,Email
2424,2098,2022-08-11,2022-08-11,Closed,Low,How-to Question,Phone
2425,2098,2022-08-02,,Pending Customer Response,Medium,Password Reset,Chat
2426,2099,2022-08-01,2022-08-06,Closed,Low,Bug Report,Phone
2427,2102,2023-07-08,,In Progress,Medium,Technical Glitch,Phone
2428,2103,2022-10-16,,In Progress,Medium,Bug Report,Email
2429,2104,2022-09-02,2022-09-05,Resolved,High,Bug Report,Phone
2430,2105,2023-01-19,,Open,High,Bug Report,Chat
2431,2107,2022-09-23,2022-09-28,Closed,Urgent,Billing Inquiry,Forum
2432,2108,2022-10-13,,Open,Urgent,Billing Inquiry,Email
2433,2110,2022-10-12,,Pending Customer Response,Medium,Password Reset,Forum
2434,2111,2023-05-16,,Pending Customer Response,Medium,Feature Request,Email
2435,2112,2024-12-25,,Open,Medium,Feature Request,Forum
2436,2116,2023-01-13,,Open,High,Technical Glitch,Phone
2437,2118,2023-06-21,,Pending Customer Response,Urgent,Billing Inquiry,Phone
2438,2118,2023-11-27,2023-12-02,Closed,Medium,Technical Glitch,Phone
2439,2120,2022-09-29,,Open,Urgent,Bug Report,Email
2440,2121,2023-02-13,,In Progress,High,How-to Question,Forum
2441,2121,2023-02-04,2023-02-04,Resolved,Low,Technical Glitch,Email
2442,2121,2022-08-30,2022-09-02,Resolved,Urgent,Billing Inquiry,Phone
2443,2121,2023-03-03,,Open,High,Password Reset,Email
2444,2124,2022-09-11,,Open,High,Bug Report,Email
2445,2124,2022-10-10,,Pending Customer Response,High,Password Reset,Email
2446,2126,2022-07-31,2022-08-03,Closed,High,How-to Question,Email
2447,2126,2022-09-04,,Open,Medium,Bug Report,Chat
2448,2127,2022-08-25,,In Progress,High,Feature Request,Email
2449,2127,2023-02-04,,In Progress,Urgent,Bug Report,Phone
2450,2128,2022-08-12,,Open,Medium,How-to Question,Chat
2451,2128,2022-08-07,,Open,Urgent,How-to Question,Phone
2452,2130,2024-12-15,,In Progress,Medium,Feature Request,Email
2453,2132,2024-05-11,,In Progress,High,Bug Report,Phone
2454,2136,2022-08-28,2022-09-02,Resolved,High,Technical Glitch,Forum
2455,2136,2023-05-27,,Pending Customer Response,Low,Technical Glitch,Chat
2456,2136,2022-12-19,,Pending Customer Response,Urgent,Feature Request,Email
2457,2138,2024-02-19,,In Progress,Medium,Password Reset,Email
2458,2138,2023-03-06,,Open,Medium,Technical Glitch,Email
2459,2141,2023-05-02,,Open,Medium,Bug Report,Email
2460,2142,2022-11-16,,Pending Customer Response,Low,Password Reset,Email
2461,2142,2022-09-21,,In Progress,Urgent,Bug Report,Phone
2462,2142,2022-08-17,,In Progress,High,Technical Glitch,Chat
2463,2143,2024-04-30,2024-05-03,Resolved,Urgent,Bug Report,Phone
2464,2146,2023-03-22,,In Progress,Medium,Feature Request,Phone
2465,2148,2022-10-22,,In Progress,High,Password Reset,Chat
2466,2148,2022-09-08,2022-09-11,Closed,Medium,Bug Report,Phone
2467,2150,2022-11-29,,Open,High,Password Reset,Phone
2468,2150,2022-08-24,,Pending Customer Response,Medium,How-to Question,Forum
2469,2151,2022-08-02,,Pending Customer Response,Low,Bug Report,Email
2470,2151,2022-11-09,,Pending Customer Response,High,Feature Request,Forum
2471,2151,2022-11-25,,Open,Urgent,Bug Report,Chat
2472,2151,2022-09-27,,In Progress,Urgent,Password Reset,Email
2473,2152,2022-07-31,,Pending Customer Response,Low,Password Reset,Forum
2474,2154,2022-10-24,,In Progress,High,Bug Report,Chat
2475,2155,2023-08-27,2023-08-31,Closed,Urgent,How-to Question,Chat
2476,2157,2023-12-28,2024-01-04,Closed,Urgent,Technical Glitch,Chat
2477,2159,2023-07-07,,Pending Customer Response,Low,Bug Report,Email
2478,2159,2022-12-11,2022-12-17,Resolved,Medium,Bug Report,Chat
2479,2159,2023-06-26,2023-06-27,Closed,High,Technical Glitch,Chat
2480,2160,2022-07-30,,In Progress,Low,How-to Question,Phone
2481,2161,2022-10-21,2022-10-26,Closed,High,Password Reset,Email
2482,2165,2023-05-29,2023-06-05,Resolved,Medium,Technical Glitch,Chat
2483,2166,2023-02-25,,In Progress,Low,Billing Inquiry,Email
2484,2167,2022-09-09,,In Progress,Medium,Feature Request,Email
2485,2169,2022-08-11,2022-08-16,Closed,Urgent,How-to Question,Email
2486,2170,2023-02-21,2023-02-23,Closed,High,Billing Inquiry,Phone
2487,2170,2023-05-16,,Open,Low,Feature Request,Email
2488,2170,2023-12-13,2023-12-13,Closed,Medium,Password Reset,Phone
2489,2171,2023-04-16,2023-04-19,Closed,Urgent,Billing Inquiry,Phone
2490,2171,2023-01-25,,In Progress,Urgent,Technical Glitch,Chat
2491,2174,2023-07-24,,In Progress,Low,Password Reset,Forum
2492,2174,2024-03-06,,In Progress,High,Technical Glitch,Forum
2493,2175,2023-08-15,2023-08-20,Resolved,High,Billing Inquiry,Email
2494,2177,2022-10-06,2022-10-11,Resolved,High,Password Reset,Forum
2495,2179,2022-10-01,,Open,Medium,Technical Glitch,Chat
2496,2180,2023-01-15,,Pending Customer Response,Medium,Billing Inquiry,Phone
2497,2180,2022-11-05,2022-11-07,Closed,High,Bug Report,Phone
2498,2181,2022-10-18,2022-10-22,Closed,Low,How-to Question,Forum
2499,2181,2022-11-29,,In Progress,Low,Technical Glitch,Phone
2500,2182,2023-01-30,2023-02-06,Closed,High,Password Reset,Chat
2501,2182,2022-09-07,,Open,Low,How-to Question,Forum
2502,2183,2022-09-16,,Open,High,Feature Request,Phone
2503,2184,2023-03-07,2023-03-08,Closed,Low,Password Reset,Forum
2504,2184,2023-01-16,2023-01-17,Resolved,High,Technical Glitch,Chat
2505,2185,2023-04-27,2023-04-28,Closed,High,Technical Glitch,Phone
2506,2185,2024-08-26,,Open,High,Password Reset,Forum
2507,2186,2022-11-19,2022-11-20,Closed,Urgent,Feature Request,Forum
2508,2186,2022-08-12,,Pending Customer Response,Low,Feature Request,Chat
2509,2188,2023-03-31,,Open,Medium,Bug Report,Chat
2510,2188,2023-01-04,,Pending Customer Response,Low,Billing Inquiry,Email
2511,2190,2022-12-06,,Pending Customer Response,Urgent,Bug Report,Email
2512,2190,2023-02-26,,Pending Customer Response,Low,Technical Glitch,Phone
2513,2191,2022-11-10,2022-11-12,Closed,Urgent,Billing Inquiry,Email
2514,2191,2022-10-10,,Pending Customer Response,Urgent,Feature Request,Chat
2515,2192,2023-01-04,2023-01-11,Resolved,Low,Feature Request,Phone
2516,2192,2022-11-14,,In Progress,Urgent,How-to Question,Email
2517,2193,2023-03-30,,Pending Customer Response,Urgent,Password Reset,Email
2518,2194,2023-04-28,,Open,Low,Billing Inquiry,Forum
2519,2194,2022-09-10,2022-09-12,Closed,High,Technical Glitch,Forum
2520,2195,2022-12-26,2022-12-27,Resolved,High,Feature Request,Chat
2521,2196,2023-04-10,,Open,Low,Technical Glitch,Email
2522,2196,2023-05-01,,In Progress,High,Feature Request,Forum
2523,2197,2022-11-02,,Open,Low,Feature Request,Forum
2524,2199,2022-10-31,2022-11-06,Closed,Medium,Bug Report,Phone
2525,2200,2022-08-16,,In Progress,Low,Technical Glitch,Chat
2526,2201,2022-11-17,,In Progress,Medium,Bug Report,Phone
2527,2202,2022-10-10,2022-10-11,Closed,Urgent,Billing Inquiry,Email
2528,2202,2022-10-20,,Pending Customer Response,Medium,Technical Glitch,Email
2529,2203,2023-03-19,,In Progress,Low,Password Reset,Forum
2530,2204,2022-08-15,,In Progress,High,Password Reset,Email
2531,2206,2022-10-05,,Pending Customer Response,Medium,Feature Request,Email
2532,2207,2024-12-01,,Pending Customer Response,High,Technical Glitch,Forum
2533,2208,2022-12-19,,Pending Customer Response,Urgent,Bug Report,Phone
2534,2209,2022-08-14,,Pending Customer Response,Medium,Password Reset,Email
2535,2209,2023-02-25,,Open,Urgent,Technical Glitch,Email
2536,2209,2022-12-20,,Pending Customer Response,Low,Technical Glitch,Chat
2537,2210,2022-10-01,2022-10-07,Closed,Low,Password Reset,Phone
2538,2210,2022-09-01,,In Progress,Medium,Technical Glitch,Forum
2539,2213,2022-10-30,2022-11-05,Closed,Low,Password Reset,Chat
2540,2213,2022-09-30,,In Progress,Medium,Feature Request,Forum
2541,2214,2022-11-05,,Pending Customer Response,Medium,Bug Report,Chat
2542,2217,2022-11-04,,In Progress,Urgent,Password Reset,Email
2543,2218,2022-08-17,2022-08-17,Resolved,High,Feature Request,Chat
2544,2219,2022-09-04,2022-09-09,Closed,Low,Bug Report,Chat
2545,2220,2023-05-20,2023-05-21,Resolved,High,Feature Request,Email
2546,2221,2023-04-29,,In Progress,Medium,How-to Question,Email
2547,2222,2022-10-15,2022-10-18,Closed,Medium,How-to Question,Email
2548,2222,2022-10-22,2022-10-23,Resolved,Urgent,Billing Inquiry,Phone
2549,2224,2022-12-16,2022-12-16,Closed,High,Feature Request,Phone
2550,2224,2022-10-21,,Pending Customer Response,Low,Technical Glitch,Forum
2551,2225,2022-09-03,,Open,Low,Feature Request,Phone
2552,2225,2022-08-29,,In Progress,Urgent,Feature Request,Email
2553,2225,2022-08-23,,Pending Customer Response,Medium,Bug Report,Phone
2554,2225,2022-09-08,2022-09-13,Resolved,Medium,Technical Glitch,Email
2555,2225,2022-08-21,,In Progress,Urgent,Bug Report,Forum
2556,2226,2022-12-20,2022-12-24,Closed,Low,Bug Report,Email
2557,2226,2023-04-08,,Pending Customer Response,High,Technical Glitch,Chat
2558,2228,2022-11-24,,Open,Medium,Feature Request,Chat
2559,2229,2022-10-20,2022-10-21,Closed,Low,Billing Inquiry,Phone
2560,2231,2023-03-16,2023-03-16,Resolved,Medium,How-to Question,Forum
2561,2231,2022-12-07,,In Progress,Medium,How-to Question,Chat
2562,2231,2023-01-16,,In Progress,Medium,Billing Inquiry,Chat
2563,2233,2024-08-06,2024-08-06,Closed,Medium,Bug Report,Email
2564,2233,2023-02-12,,Open,High,Password Reset,Phone
2565,2235,2022-10-03,,Open,Low,How-to Question,Forum
2566,2235,2022-10-26,2022-11-01,Closed,Urgent,Feature Request,Chat
2567,2236,2022-09-11,,In Progress,Urgent,Bug Report,Phone
2568,2236,2022-12-23,2022-12-28,Resolved,Urgent,How-to Question,Chat
2569,2236,2023-01-08,2023-01-15,Closed,Low,Password Reset,Phone
2570,2237,2022-09-06,2022-09-11,Closed,High,Feature Request,Email
2571,2237,2022-09-20,2022-09-21,Closed,High,Feature Request,Email
2572,2237,2023-02-06,2023-02-12,Closed,High,Password Reset,Email
2573,2238,2022-12-26,2022-12-29,Resolved,Medium,Password Reset,Phone
2574,2239,2024-08-11,,Pending Customer Response,Urgent,How-to Question,Forum
2575,2239,2024-09-26,,In Progress,Medium,Feature Request,Forum
2576,2240,2023-04-24,2023-04-29,Closed,Medium,Password Reset,Forum
2577,2241,2023-07-15,,In Progress,Low,Technical Glitch,Email
2578,2241,2022-12-14,,Open,Medium,Feature Request,Chat
2579,2241,2023-07-14,,In Progress,Medium,Bug Report,Email
2580,2241,2023-05-26,,Pending Customer Response,High,Bug Report,Chat
2581,2241,2023-04-20,,Pending Customer Response,Low,Password Reset,Chat
2582,2241,2023-03-10,2023-03-13,Resolved,Medium,Bug Report,Chat
2583,2242,2022-12-21,2022-12-21,Closed,Urgent,Technical Glitch,Email
2584,2242,2022-09-01,2022-09-06,Resolved,Low,Billing Inquiry,Forum
2585,2242,2022-10-07,,In Progress,Medium,Feature Request,Chat
2586,2243,2023-04-06,,Open,Urgent,Password Reset,Forum
2587,2243,2022-09-20,,Open,Medium,Password Reset,Email
2588,2243,2023-04-14,2023-04-17,Closed,Medium,Bug Report,Email
2589,2245,2022-11-21,,Pending Customer Response,Low,Feature Request,Phone
2590,2246,2022-08-28,,Open,Medium,Feature Request,Email
2591,2247,2022-11-16,2022-11-23,Resolved,Low,Feature Request,Phone
2592,2248,2022-10-02,,Open,Medium,Password Reset,Forum
2593,2249,2022-09-01,,Open,Medium,Technical Glitch,Forum
2594,2250,2023-01-17,,Pending Customer Response,Medium,Password Reset,Phone
2595,2250,2022-12-15,,In Progress,Urgent,Bug Report,Phone
2596,2251,2022-09-16,2022-09-23,Closed,High,Feature Request,Chat
2597,2252,2022-08-28,,Open,High,Technical Glitch,Phone
2598,2255,2022-09-25,,Pending Customer Response,Urgent,Technical Glitch,Phone
2599,2255,2023-12-18,,Open,Medium,Feature Request,Chat
2600,2255,2022-09-27,,Open,High,Bug Report,Chat
2601,2257,2022-09-10,2022-09-13,Closed,High,Feature Request,Forum
2602,2257,2022-09-08,,Open,Urgent,How-to Question,Phone
2603,2257,2022-09-16,,In Progress,Medium,Technical Glitch,Chat
2604,2259,2022-09-12,,Open,Urgent,Feature Request,Email
2605,2260,2022-10-07,,In Progress,High,Technical Glitch,Email
2606,2260,2022-12-31,,Pending Customer Response,Low,Billing Inquiry,Email
2607,2261,2023-05-20,2023-05-26,Resolved,Urgent,Billing Inquiry,Forum
2608,2261,2023-05-31,2023-06-02,Resolved,Urgent,Technical Glitch,Forum
2609,2261,2023-05-21,,Pending Customer Response,Urgent,Feature Request,Chat
2610,2262,2022-09-14,,In Progress,Urgent,Password Reset,Forum
2611,2263,2023-04-23,,Open,Medium,Password Reset,Phone
2612,2267,2022-12-28,,In Progress,Low,Bug Report,Forum
2613,2268,2024-05-04,2024-05-11,Closed,Low,Feature Request,Chat
2614,2268,2023-05-11,2023-05-14,Closed,Medium,How-to Question,Email
2615,2271,2022-12-23,2022-12-23,Closed,Urgent,Billing Inquiry,Email
2616,2271,2023-03-12,2023-03-12,Resolved,Low,Password Reset,Phone
2617,2271,2023-01-12,,In Progress,Urgent,Password Reset,Email
2618,2271,2023-05-30,,Open,Urgent,Billing Inquiry,Chat
2619,2272,2022-08-28,,In Progress,High,How-to Question,Email
2620,2272,2022-09-01,2022-09-07,Closed,Urgent,Billing Inquiry,Email
2621,2273,2022-10-31,,Pending Customer Response,Urgent,Billing Inquiry,Forum
2622,2273,2023-03-27,2023-03-29,Closed,Medium,How-to Question,Phone
2623,2276,2023-02-20,,In Progress,Low,Technical Glitch,Phone
2624,2277,2022-10-11,,In Progress,Medium,Technical Glitch,Email
2625,2277,2022-12-06,2022-12-08,Closed,Medium,Bug Report,Chat
2626,2278,2022-09-15,,Open,High,Bug Report,Phone
2627,2280,2023-03-09,,In Progress,High,Billing Inquiry,Phone
2628,2281,2023-01-17,2023-01-18,Resolved,Low,Password Reset,Chat
2629,2281,2022-11-20,,Pending Customer Response,Low,Technical Glitch,Phone
2630,2281,2022-12-30,,In Progress,High,Password Reset,Chat
2631,2282,2023-06-22,,Open,Urgent,Feature Request,Phone
2632,2283,2023-03-13,,Open,Low,Billing Inquiry,Email
2633,2285,2023-10-26,2023-10-31,Resolved,High,How-to Question,Email
2634,2287,2023-06-11,,Open,Low,Technical Glitch,Phone
2635,2287,2023-07-27,2023-08-01,Closed,Medium,How-to Question,Phone
2636,2288,2022-12-20,,In Progress,High,Billing Inquiry,Phone
